CookerStat, GenerateAssetRegistry=0.017129, Initialize=0.092544, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId527164994AED338C02BF48826B8068D3_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B7C924C54F773040BA6BF0AD09D526AD_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2018.01.23-19.32.38, Duration=448.841461, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionIdE1D0468F41D5E346F67CE4846C665EF3_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B7C924C54F773040BA6BF0AD09D52__EAE09EE93F81B3A23FE8DDAFF2421EF2F2DF8ABE, StartTime=2018.01.23-19.32.39, HierarchicalDDC=, DataSize=1048841, Duration=3.498316, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId0549A1AA41FB616A8EBD40A806AB122F_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_97BB3EF14D64F9A4A8AEB5ABFB00C__EFD77BA309D85313BD511A0954F0410B1DEC495F, StartTime=2018.01.23-19.32.44, HierarchicalDDC=, DataSize=33031, Duration=17.262924, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId1B077C5549280BAAB59FDAB79C96DC44_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_97BB3EF14D64F9A4A8AEB5ABFB00C__7FE2636F7346D64A517B7C76BA418C44D68584F1, StartTime=2018.01.23-19.32.44, HierarchicalDDC=, DataSize=8455, Duration=3.653057, RunGuid=RunID93C949114F4B2E812D70599987EB2502
MaterialTransactionId078AC9B64AF344598573BC95ECC0C94C_3, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3D77F8F8F407BDF1D10417ABDD2D1EF3C_Num_SM5__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_TGPUSkinVertexFactoryfalse6A4FBF2D5FFE1532D4D5F4077DE2FE3E6913685313222222222222020000000_TGPUSkinVertexFactorytrue6A4FBF2D5FFE1532D4D5F4077DE2FE3E6913685313222222222222020000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D3422420000000006480004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044044444423234141414141414141414141412130121414141414141414044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444012443432500000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000008000000080000000800000008000000080000000800000049000000100000000900000008000000100000001000000010000000260000001800000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000008000000080000000800000008000000080000000800000013000000100000000A0000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C000000602EA12A769367B0EAF807C0BA21ABD62E2E6FB50000000000000000000000000000000000000000, ShaderCompilation=22058.771484, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId1B077C5549280BAAB59FDAB79C96DC44_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_97BB3EF14D64F9A4A8AEB5ABFB00C__45B9588088B59BF0C3C3CBF08722B2955CB36573, StartTime=2018.01.23-19.32.44, HierarchicalDDC=, DataSize=4749, Duration=3.016967, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_0, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=6.098241, FlushAsyncLoading=0.022836, FlushStreamingFunc=0.113275, BlockTillAllRequestsFinished=0.007812, ResetLoadersForSaveUnMarkAllObjects=0.912510, TagPackageExports=6.967187, BeginCacheForCookedPlatformData=0.010215, SerializeImports=7.978253, GatherLocalizableTextData=5.679391, MarkNames=0.054985, SerializeSummary=0.015322, SerializeNames=0.231359, SerializeGatherableTextData=0.046570, BuildExportMap=0.136714, SortExportsNonSeekfree=0.693772, SortExportsSeekfreeConstructor=0.058591, SortExportsSeekfreeInner=10.354630, SortExportsSeekfree=0.019230, BuildDependencyMap=0.109971, SerializeImportMap=0.015926, SerializeExportMap=0.028245, SerializeDependencyMap=0.009011, SerializeStringAssetReferenceMap=0.004809, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.902131, SerializeExports=9.301498, SerializeBulkData=0.032749, MoveFile=2.757069, UnaccountedTime=2.251085, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId1B077C5549280BAAB59FDAB79C96DC44_9, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__C8BB8DCEEE96BB0F8393169EC7E215F77EDECA14, StartTime=2018.01.23-19.32.51, HierarchicalDDC=, DataSize=580081, Duration=2.609238, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionIdE1D0468F41D5E346F67CE4846C665EF3_6, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__6C63CDF03B81E2C6104544984F81BE17936E6947, StartTime=2018.01.23-19.32.57, HierarchicalDDC=, DataSize=418097, Duration=3.656663, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionIdE1D0468F41D5E346F67CE4846C665EF3_7, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__BB73DC73FF5555003F4546E8E3A0E30CD7B736F3, StartTime=2018.01.23-19.33.02, HierarchicalDDC=, DataSize=313871, Duration=2.672337, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionIdE1D0468F41D5E346F67CE4846C665EF3_8, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__C745BBDB004B4A47B27E63790864E40276598E83, StartTime=2018.01.23-19.33.06, HierarchicalDDC=, DataSize=313353, Duration=3.281381, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId1B077C5549280BAAB59FDAB79C96DC44_10, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_23__A2EB0971AB306D605FD8AF1EC5A77BAB51764C19, StartTime=2018.01.23-19.34.08, HierarchicalDDC=, DataSize=19229, Duration=1.756821, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId0549A1AA41FB616A8EBD40A806AB122F_8, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E84FD0C249257DA0DC7646B3D8D55FC__FBD89A3225E484BC70968A080E14171163AD7449, StartTime=2018.01.23-19.34.08, HierarchicalDDC=, DataSize=5576, Duration=1.820218, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionIdE1D0468F41D5E346F67CE4846C665EF3_9, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B596CFE84125F543769D65A716CEA21__773BD62D62285D3B4B9FF34865F1CF11D61F46D7, StartTime=2018.01.23-19.34.08, HierarchicalDDC=, DataSize=8598, Duration=1.262251, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_1, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=3.398862, FlushAsyncLoading=0.006307, FlushStreamingFunc=0.086837, BlockTillAllRequestsFinished=0.005107, ResetLoadersForSaveUnMarkAllObjects=0.192899, TagPackageExports=5.083267, BeginCacheForCookedPlatformData=0.003304, SerializeImports=5.160190, GatherLocalizableTextData=4.665624, MarkNames=0.034250, SerializeSummary=0.010218, SerializeNames=0.183281, SerializeGatherableTextData=0.042967, BuildExportMap=0.118382, SortExportsNonSeekfree=0.705495, SortExportsSeekfreeConstructor=0.042666, SortExportsSeekfreeInner=8.573473, SortExportsSeekfree=0.004508, BuildDependencyMap=0.048973, SerializeImportMap=0.010516, SerializeExportMap=0.040565, SerializeDependencyMap=0.009913, SerializeStringAssetReferenceMap=0.002705, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.916709, SerializeExports=6.551340, SerializeBulkData=0.006311, MoveFile=2.527513, UnaccountedTime=1.691315, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_2, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.623960, FlushAsyncLoading=0.004809, FlushStreamingFunc=0.124391, BlockTillAllRequestsFinished=0.004206, ResetLoadersForSaveUnMarkAllObjects=0.153240, TagPackageExports=3.931887, BeginCacheForCookedPlatformData=0.001505, SerializeImports=5.206458, GatherLocalizableTextData=4.698973, MarkNames=0.031251, SerializeSummary=0.010516, SerializeNames=0.177573, SerializeGatherableTextData=0.077821, BuildExportMap=0.115078, SortExportsNonSeekfree=0.703689, SortExportsSeekfreeConstructor=0.042666, SortExportsSeekfreeInner=8.037143, SortExportsSeekfree=0.003606, BuildDependencyMap=0.045668, SerializeImportMap=0.010218, SerializeExportMap=0.026740, SerializeDependencyMap=0.009015, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.137250, SerializeExports=6.330200, SerializeBulkData=0.005707, MoveFile=2.550948, UnaccountedTime=1.386046, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId1B077C5549280BAAB59FDAB79C96DC44_11, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_476F12D9416CF975CBE7E1BFEAA641B2, StartTime=2018.01.23-19.36.15, HierarchicalDDC=, DataSize=170275, Duration=2.027839, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId0549A1AA41FB616A8EBD40A806AB122F_9, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_12114B594E8209B7CD79FF9E97EF632B__1_1_13123_0, StartTime=2018.01.23-19.36.42, HierarchicalDDC=, DataSize=6301, Duration=1.774244, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_3, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Components/Weapon_Meshs/Axe_1.uasset, AutoPackageBackupDelegate=3.156386, FlushAsyncLoading=0.005405, FlushStreamingFunc=0.145428, BlockTillAllRequestsFinished=0.005107, ResetLoadersForSaveUnMarkAllObjects=0.404127, TagPackageExports=0.047777, BeginCacheForCookedPlatformData=0.000898, SerializeImports=0.690769, GatherLocalizableTextData=0.109371, MarkNames=0.005409, SerializeSummary=0.008713, SerializeNames=0.042364, SerializeGatherableTextData=0.000902, BuildExportMap=0.035755, SortExportsNonSeekfree=0.008713, SortExportsSeekfreeConstructor=0.005409, SortExportsSeekfreeInner=0.509590, SortExportsSeekfree=0.002101, BuildDependencyMap=0.005409, SerializeImportMap=0.005107, SerializeExportMap=0.004206, SerializeDependencyMap=0.001200, SerializeStringAssetReferenceMap=0.001203, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.428451, SerializeExports=0.294756, SerializeBulkData=0.014123, MoveFile=2.341825, UnaccountedTime=1.523059, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_4, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Axe_1.uasset, AutoPackageBackupDelegate=0.103060, FlushAsyncLoading=0.004806, FlushStreamingFunc=0.067003, BlockTillAllRequestsFinished=0.003006, ResetLoadersForSaveUnMarkAllObjects=0.175770, TagPackageExports=0.026744, BeginCacheForCookedPlatformData=0.000898, SerializeImports=0.654716, GatherLocalizableTextData=0.198305, MarkNames=0.004508, SerializeSummary=0.009317, SerializeNames=0.048373, SerializeGatherableTextData=0.000902, BuildExportMap=0.012018, SortExportsNonSeekfree=0.006009, SortExportsSeekfreeConstructor=0.005711, SortExportsSeekfreeInner=0.391204, SortExportsSeekfree=0.002105, BuildDependencyMap=0.004806, SerializeImportMap=0.003904, SerializeExportMap=0.003606, SerializeDependencyMap=0.000902, SerializeStringAssetReferenceMap=0.000902, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.172154, SerializeExports=0.303470, SerializeBulkData=0.020735, MoveFile=2.509784, UnaccountedTime=1.567230, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_5, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=3.641639, FlushAsyncLoading=0.004809, FlushStreamingFunc=0.120185, BlockTillAllRequestsFinished=0.003904, ResetLoadersForSaveUnMarkAllObjects=0.147831, TagPackageExports=3.496814, BeginCacheForCookedPlatformData=0.001501, SerializeImports=4.355241, GatherLocalizableTextData=4.362453, MarkNames=0.027042, SerializeSummary=0.009917, SerializeNames=0.234064, SerializeGatherableTextData=0.055585, BuildExportMap=0.111774, SortExportsNonSeekfree=0.608142, SortExportsSeekfreeConstructor=0.038158, SortExportsSeekfreeInner=7.992372, SortExportsSeekfree=0.005107, BuildDependencyMap=0.106364, SerializeImportMap=0.008713, SerializeExportMap=0.024337, SerializeDependencyMap=0.005107, SerializeStringAssetReferenceMap=0.001200, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.952163, SerializeExports=5.791165, SerializeBulkData=0.004508, MoveFile=1.498122, UnaccountedTime=1.418494, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_6, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.428960, FlushAsyncLoading=0.003006, FlushStreamingFunc=0.184484, BlockTillAllRequestsFinished=0.003908, ResetLoadersForSaveUnMarkAllObjects=0.143319, TagPackageExports=3.634427, BeginCacheForCookedPlatformData=0.001803, SerializeImports=4.066192, GatherLocalizableTextData=4.272014, MarkNames=0.027042, SerializeSummary=0.009917, SerializeNames=0.161048, SerializeGatherableTextData=0.117484, BuildExportMap=0.174869, SortExportsNonSeekfree=0.616554, SortExportsSeekfreeConstructor=0.039361, SortExportsSeekfreeInner=7.702123, SortExportsSeekfree=0.003606, BuildDependencyMap=0.043567, SerializeImportMap=0.010815, SerializeExportMap=0.038162, SerializeDependencyMap=0.008713, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.395949, SerializeExports=6.004494, SerializeBulkData=0.007514, MoveFile=2.727922, UnaccountedTime=1.407679, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_7, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.277825, FlushAsyncLoading=0.002403, FlushStreamingFunc=0.102762, BlockTillAllRequestsFinished=0.002701, ResetLoadersForSaveUnMarkAllObjects=0.131305, TagPackageExports=3.455650, BeginCacheForCookedPlatformData=0.001501, SerializeImports=4.428860, GatherLocalizableTextData=4.113365, MarkNames=0.027645, SerializeSummary=0.009313, SerializeNames=0.215735, SerializeGatherableTextData=0.105463, BuildExportMap=0.184484, SortExportsNonSeekfree=0.614453, SortExportsSeekfreeConstructor=0.006009, SortExportsSeekfreeInner=7.530857, SortExportsSeekfree=0.003606, BuildDependencyMap=0.043567, SerializeImportMap=0.009615, SerializeExportMap=0.024639, SerializeDependencyMap=0.009015, SerializeStringAssetReferenceMap=0.001803, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.924531, SerializeExports=5.628012, SerializeBulkData=0.004508, MoveFile=2.050672, UnaccountedTime=0.179380, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_8, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.530817, FlushAsyncLoading=0.003304, FlushStreamingFunc=0.069108, BlockTillAllRequestsFinished=0.004508, ResetLoadersForSaveUnMarkAllObjects=0.146326, TagPackageExports=3.426503, BeginCacheForCookedPlatformData=0.014421, SerializeImports=4.531316, GatherLocalizableTextData=4.163247, MarkNames=0.026140, SerializeSummary=0.009913, SerializeNames=0.218138, SerializeGatherableTextData=0.066403, BuildExportMap=0.124391, SortExportsNonSeekfree=0.636086, SortExportsSeekfreeConstructor=0.043266, SortExportsSeekfreeInner=7.775139, SortExportsSeekfree=0.003003, BuildDependencyMap=0.043269, SerializeImportMap=0.009317, SerializeExportMap=0.023734, SerializeDependencyMap=0.008415, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.917309, SerializeExports=5.636126, SerializeBulkData=0.004806, MoveFile=3.116727, UnaccountedTime=1.483697, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_9, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=3.942102, FlushAsyncLoading=0.003304, FlushStreamingFunc=0.138815, BlockTillAllRequestsFinished=0.004806, ResetLoadersForSaveUnMarkAllObjects=0.149034, TagPackageExports=3.527761, BeginCacheForCookedPlatformData=0.001803, SerializeImports=4.457701, GatherLocalizableTextData=4.254587, MarkNames=0.027042, SerializeSummary=0.009615, SerializeNames=0.178475, SerializeGatherableTextData=0.079922, BuildExportMap=0.113275, SortExportsNonSeekfree=0.656217, SortExportsSeekfreeConstructor=0.039961, SortExportsSeekfreeInner=7.507425, SortExportsSeekfree=0.003003, BuildDependencyMap=0.040863, SerializeImportMap=0.009313, SerializeExportMap=0.023738, SerializeDependencyMap=0.008713, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.719902, SerializeExports=5.311623, SerializeBulkData=0.004508, MoveFile=2.779003, UnaccountedTime=1.304016, RunGuid=RunID93C949114F4B2E812D70599987EB2502
